Time,Province,New,Domestic,Overseas inflow,Accumulate
2021-03-24,Daegu,17,17.0,0.0,8826
2021-03-25,Daegu,17,17.0,0.0,8843
2021-03-26,Daegu,14,14.0,0.0,8857
2021-03-27,Daegu,23,22.0,1.0,8880
2021-03-28,Daegu,10,9.0,1.0,8890
2021-03-29,Daegu,10,9.0,1.0,8900
2021-03-30,Daegu,12,12.0,0.0,8912
2021-03-31,Daegu,15,15.0,0.0,8927
2021-04-01,Daegu,7,7.0,0.0,8934
2021-04-02,Daegu,17,17.0,0.0,8951
2021-04-03,Daegu,10,10.0,0.0,8961
2021-04-04,Daegu,15,15.0,0.0,8976
2021-04-05,Daegu,22,22.0,0.0,8998
2021-04-06,Daegu,16,16.0,0.0,9014
2021-04-07,Daegu,15,15.0,0.0,9030
2021-04-08,Daegu,9,9.0,0.0,9040
2021-04-09,Daegu,17,16.0,1.0,9058
2021-04-10,Daegu,5,4.0,1.0,9063
2021-04-11,Daegu,6,6.0,0.0,9069
2021-04-12,Daegu,16,15.0,1.0,9085
2021-04-13,Daegu,9,9.0,0.0,9094
2021-04-14,Daegu,11,11.0,0.0,9105
2021-04-15,Daegu,18,16.0,2.0,9123
2021-04-16,Daegu,4,4.0,0.0,9127
2021-04-17,Daegu,12,10.0,2.0,9139
2021-04-18,Daegu,13,13.0,0.0,9152
2021-04-19,Daegu,24,23.0,1.0,9176
2021-04-20,Daegu,15,12.0,3.0,9191
2021-04-21,Daegu,25,25.0,0.0,9216
2021-04-22,Daegu,24,24.0,0.0,9240
2021-04-23,Daegu,12,12.0,0.0,9252
2021-04-24,Daegu,4,4.0,0.0,9256
2021-04-25,Daegu,14,13.0,1.0,9270
2020-04-01,Daejeon,0,,,36
2020-04-02,Daejeon,0,,,36
2020-04-03,Daejeon,0,,,36
2020-04-04,Daejeon,0,,,36
2020-04-05,Daejeon,1,,,37
2020-04-06,Daejeon,2,,,39
2020-04-07,Daejeon,0,,,39
2020-04-08,Daejeon,0,,,39
2020-04-09,Daejeon,0,0.0,0.0,39
2020-04-10,Daejeon,0,0.0,0.0,39
2020-04-11,Daejeon,0,0.0,0.0,39
2020-04-12,Daejeon,0,0.0,0.0,39
2020-04-13,Daejeon,0,0.0,0.0,39
2020-04-14,Daejeon,0,0.0,0.0,39
2020-04-15,Daejeon,0,0.0,0.0,39
2020-04-16,Daejeon,0,0.0,0.0,39
2020-04-17,Daejeon,1,1.0,0.0,40
2020-04-18,Daejeon,-1,-1.0,0.0,39
2020-04-19,Daejeon,0,0.0,0.0,39
2020-04-20,Daejeon,0,0.0,0.0,39
2020-04-21,Daejeon,0,0.0,0.0,39
2020-04-22,Daejeon,1,0.0,1.0,40
2020-04-23,Daejeon,0,0.0,0.0,40
2020-04-24,Daejeon,0,0.0,0.0,40
2020-04-25,Daejeon,0,0.0,0.0,40
2020-04-26,Daejeon,0,0.0,0.0,40
2020-04-27,Daejeon,0,0.0,0.0,40
2020-04-28,Daejeon,0,0.0,0.0,40
2020-04-29,Daejeon,0,0.0,0.0,40
2020-04-30,Daejeon,0,0.0,0.0,40
2020-05-01,Daejeon,0,0.0,0.0,40
2020-05-02,Daejeon,0,0.0,0.0,40
2020-05-03,Daejeon,0,0.0,0.0,40
2020-05-04,Daejeon,0,0.0,0.0,40
2020-05-05,Daejeon,0,0.0,0.0,40
2020-05-06,Daejeon,0,0.0,0.0,40
2020-05-07,Daejeon,1,0.0,1.0,41
2020-05-08,Daejeon,0,0.0,0.0,41
2020-05-09,Daejeon,0,0.0,0.0,41
2020-05-10,Daejeon,0,0.0,0.0,41
2020-05-11,Daejeon,0,0.0,0.0,41
2020-05-12,Daejeon,2,0.0,2.0,43
2020-05-13,Daejeon,0,0.0,0.0,43
2020-05-14,Daejeon,0,0.0,0.0,43
2020-05-15,Daejeon,0,0.0,0.0,43
2020-05-16,Daejeon,0,0.0,0.0,43
2020-05-17,Daejeon,1,1.0,0.0,44
2020-05-18,Daejeon,0,0.0,0.0,44
2020-05-19,Daejeon,0,0.0,0.0,44
2020-05-20,Daejeon,0,0.0,0.0,44
2020-05-21,Daejeon,0,0.0,0.0,44
2020-05-22,Daejeon,0,0.0,0.0,44
2020-05-23,Daejeon,1,0.0,1.0,45
2020-05-24,Daejeon,0,0.0,0.0,45
2020-05-25,Daejeon,0,0.0,0.0,45
2020-05-26,Daejeon,0,0.0,0.0,45
2020-05-27,Daejeon,0,0.0,0.0,45
2020-05-28,Daejeon,0,0.0,0.0,45
2020-05-29,Daejeon,0,0.0,0.0,45
2020-05-30,Daejeon,0,0.0,0.0,45
2020-05-31,Daejeon,1,0.0,1.0,46
2020-06-01,Daejeon,0,0.0,0.0,46
2020-06-02,Daejeon,0,0.0,0.0,46
2020-06-03,Daejeon,0,0.0,0.0,46
2020-06-04,Daejeon,0,0.0,0.0,46
2020-06-05,Daejeon,0,0.0,0.0,46
2020-06-06,Daejeon,0,0.0,0.0,46
2020-06-07,Daejeon,0,0.0,0.0,46
2020-06-08,Daejeon,0,0.0,0.0,46
2020-06-09,Daejeon,0,0.0,0.0,46
2020-06-10,Daejeon,0,0.0,0.0,46
2020-06-11,Daejeon,0,0.0,0.0,46
2020-06-12,Daejeon,0,0.0,0.0,46
2020-06-13,Daejeon,0,0.0,0.0,46
2020-06-14,Daejeon,0,0.0,0.0,46
2020-06-15,Daejeon,0,0.0,0.0,46
2020-06-16,Daejeon,3,3.0,0.0,49
2020-06-17,Daejeon,5,5.0,0.0,54
2020-06-18,Daejeon,7,7.0,0.0,61
2020-06-19,Daejeon,6,6.0,0.0,67
2020-06-20,Daejeon,5,5.0,0.0,72
2020-06-21,Daejeon,10,10.0,0.0,82
2020-06-22,Daejeon,0,0.0,0.0,82
2020-06-23,Daejeon,4,4.0,0.0,86
2020-06-24,Daejeon,8,8.0,0.0,94
2020-06-25,Daejeon,4,4.0,0.0,98
2020-06-26,Daejeon,4,4.0,0.0,102
2020-06-27,Daejeon,2,2.0,0.0,104
2020-06-28,Daejeon,6,6.0,0.0,110
2020-06-29,Daejeon,2,2.0,0.0,112
2020-06-30,Daejeon,5,5.0,0.0,117
2020-07-01,Daejeon,4,3.0,1.0,121
2020-07-02,Daejeon,1,1.0,0.0,122
2020-07-03,Daejeon,4,4.0,0.0,126
2020-07-04,Daejeon,3,3.0,0.0,129
2020-07-05,Daejeon,8,8.0,0.0,137
2020-07-06,Daejeon,2,2.0,0.0,139
2020-07-07,Daejeon,2,2.0,0.0,141
2020-07-08,Daejeon,2,2.0,0.0,143
2020-07-09,Daejeon,6,6.0,0.0,149
2020-07-10,Daejeon,7,7.0,0.0,156
2020-07-11,Daejeon,2,2.0,0.0,158
2020-07-12,Daejeon,1,1.0,0.0,159
2020-07-13,Daejeon,0,0.0,0.0,159
2020-07-14,Daejeon,1,0.0,1.0,160
2020-07-15,Daejeon,3,1.0,2.0,163
2020-07-16,Daejeon,1,1.0,0.0,164
2020-07-17,Daejeon,1,1.0,0.0,165
2020-07-18,Daejeon,0,0.0,0.0,165
2020-07-19,Daejeon,1,1.0,0.0,166
2020-07-20,Daejeon,0,0.0,0.0,166
2020-07-21,Daejeon,0,0.0,0.0,166
2020-07-22,Daejeon,0,0.0,0.0,166
2020-07-23,Daejeon,0,0.0,0.0,166
2020-07-24,Daejeon,0,0.0,0.0,166
2020-07-25,Daejeon,0,0.0,0.0,166
2020-07-26,Daejeon,0,0.0,0.0,166
2020-07-27,Daejeon,0,0.0,0.0,166
2020-07-28,Daejeon,0,0.0,0.0,166
2020-07-29,Daejeon,0,0.0,0.0,166
2020-07-30,Daejeon,0,0.0,0.0,166
2020-07-31,Daejeon,0,0.0,0.0,166
2020-08-01,Daejeon,0,0.0,0.0,166
2020-08-02,Daejeon,0,0.0,0.0,166
2020-08-03,Daejeon,0,0.0,0.0,166
2020-08-04,Daejeon,0,0.0,0.0,166
2020-08-05,Daejeon,0,0.0,0.0,166
2020-08-06,Daejeon,0,0.0,0.0,166
2020-08-07,Daejeon,0,0.0,0.0,166
2020-08-08,Daejeon,0,0.0,0.0,166
2020-08-09,Daejeon,0,0.0,0.0,166
2020-08-10,Daejeon,0,0.0,0.0,166
2020-08-11,Daejeon,0,0.0,0.0,166
2020-08-12,Daejeon,1,0.0,1.0,167
2020-08-13,Daejeon,0,0.0,0.0,167
2020-08-14,Daejeon,0,0.0,0.0,167
2020-08-15,Daejeon,1,1.0,0.0,168
2020-08-16,Daejeon,0,0.0,0.0,168
2020-08-17,Daejeon,2,2.0,0.0,170
2020-08-18,Daejeon,0,0.0,0.0,170
2020-08-19,Daejeon,0,0.0,0.0,170
2020-08-20,Daejeon,8,8.0,0.0,178
2020-08-21,Daejeon,7,6.0,1.0,185
2020-08-22,Daejeon,5,4.0,1.0,190
2020-08-23,Daejeon,15,15.0,0.0,205
2020-08-24,Daejeon,10,10.0,0.0,215
2020-08-25,Daejeon,11,10.0,1.0,226
2020-08-26,Daejeon,7,7.0,0.0,233
2020-08-27,Daejeon,3,3.0,0.0,236
2020-08-28,Daejeon,3,3.0,0.0,239
2020-08-29,Daejeon,4,4.0,0.0,243
2020-08-30,Daejeon,6,6.0,0.0,249
2020-08-31,Daejeon,7,6.0,1.0,256
2020-09-01,Daejeon,8,8.0,0.0,264
2020-09-02,Daejeon,14,14.0,0.0,278
2020-09-03,Daejeon,4,4.0,0.0,282
2020-09-04,Daejeon,4,3.0,1.0,286
2020-09-05,Daejeon,2,2.0,0.0,288
2020-09-06,Daejeon,5,5.0,0.0,293
2020-09-07,Daejeon,5,5.0,0.0,298
2020-09-08,Daejeon,4,4.0,0.0,302
2020-09-09,Daejeon,8,8.0,0.0,310
2020-09-10,Daejeon,11,11.0,0.0,321
2020-09-11,Daejeon,11,10.0,1.0,332
2020-09-12,Daejeon,7,7.0,0.0,339
2020-09-13,Daejeon,2,2.0,0.0,341
2020-09-14,Daejeon,1,1.0,0.0,342
2020-09-15,Daejeon,3,2.0,1.0,345
2020-09-16,Daejeon,1,1.0,0.0,346
2020-09-17,Daejeon,2,1.0,1.0,348
2020-09-18,Daejeon,3,2.0,1.0,350
2020-09-19,Daejeon,2,2.0,0.0,352
2020-09-20,Daejeon,2,1.0,1.0,354
2020-09-21,Daejeon,2,2.0,0.0,356
2020-09-22,Daejeon,0,0.0,0.0,356
2020-09-23,Daejeon,0,0.0,0.0,356
2020-09-24,Daejeon,1,1.0,0.0,357
2020-09-25,Daejeon,0,0.0,0.0,357
2020-09-26,Daejeon,1,0.0,1.0,358
2020-09-27,Daejeon,0,0.0,0.0,358
2020-09-28,Daejeon,0,0.0,0.0,358
2020-09-29,Daejeon,0,0.0,0.0,358
2020-09-30,Daejeon,2,0.0,2.0,360
2020-10-01,Daejeon,0,0.0,0.0,360
2020-10-02,Daejeon,0,0.0,0.0,360
2020-10-03,Daejeon,2,1.0,1.0,362
2020-10-04,Daejeon,2,2.0,0.0,364
2020-10-05,Daejeon,1,1.0,0.0,365
2020-10-06,Daejeon,3,2.0,1.0,368
2020-10-07,Daejeon,2,2.0,0.0,370
2020-10-08,Daejeon,7,7.0,0.0,377
2020-10-09,Daejeon,5,5.0,0.0,382
2020-10-10,Daejeon,1,1.0,0.0,383
2020-10-11,Daejeon,2,2.0,0.0,385
2020-10-12,Daejeon,13,13.0,0.0,398
2020-10-13,Daejeon,10,9.0,1.0,408
2020-10-14,Daejeon,4,4.0,0.0,412
2020-10-15,Daejeon,1,1.0,0.0,413
2020-10-16,Daejeon,2,2.0,0.0,415
2020-10-17,Daejeon,0,0.0,0.0,415
2020-10-18,Daejeon,1,1.0,0.0,416
2020-10-19,Daejeon,2,2.0,0.0,418
2020-10-20,Daejeon,1,1.0,0.0,419
2020-10-21,Daejeon,4,4.0,0.0,423
2020-10-22,Daejeon,0,0.0,0.0,423
2020-10-23,Daejeon,0,0.0,0.0,423
2020-10-24,Daejeon,5,5.0,0.0,428
2020-10-25,Daejeon,1,1.0,0.0,429
2020-10-26,Daejeon,1,1.0,0.0,430
2020-10-27,Daejeon,5,5.0,0.0,435
2020-10-28,Daejeon,7,7.0,0.0,442
2020-10-29,Daejeon,0,0.0,0.0,442
2020-10-30,Daejeon,0,0.0,0.0,442
2020-10-31,Daejeon,0,0.0,0.0,442
2020-11-01,Daejeon,0,0.0,0.0,442
2020-11-02,Daejeon,0,0.0,0.0,442
2020-11-03,Daejeon,0,0.0,0.0,442
2020-11-04,Daejeon,1,1.0,0.0,443
2020-11-05,Daejeon,0,0.0,0.0,443
2020-11-06,Daejeon,0,0.0,0.0,443
2020-11-07,Daejeon,1,1.0,0.0,444
2020-11-08,Daejeon,1,1.0,0.0,445
2020-11-09,Daejeon,0,0.0,0.0,445
2020-11-10,Daejeon,0,0.0,0.0,445
2020-11-11,Daejeon,1,1.0,0.0,446
2020-11-12,Daejeon,2,2.0,0.0,448
2020-11-13,Daejeon,0,0.0,0.0,448
2020-11-14,Daejeon,2,2.0,0.0,450
2020-11-15,Daejeon,0,0.0,0.0,450
2020-11-16,Daejeon,3,2.0,1.0,453
2020-11-17,Daejeon,1,1.0,0.0,454
2020-11-18,Daejeon,1,1.0,0.0,455
2020-11-19,Daejeon,1,1.0,0.0,456
2020-11-20,Daejeon,0,0.0,0.0,456
2020-11-21,Daejeon,1,1.0,0.0,457
2020-11-22,Daejeon,0,0.0,0.0,457
2020-11-23,Daejeon,3,2.0,1.0,460
2020-11-24,Daejeon,0,0.0,0.0,460
2020-11-25,Daejeon,4,4.0,0.0,464
2020-11-26,Daejeon,1,1.0,0.0,465
2020-11-27,Daejeon,5,5.0,0.0,470
2020-11-28,Daejeon,13,13.0,0.0,483
2020-11-29,Daejeon,6,6.0,0.0,489
2020-11-30,Daejeon,5,5.0,0.0,494
2020-12-01,Daejeon,10,10.0,0.0,504
2020-12-02,Daejeon,5,5.0,0.0,509
2020-12-03,Daejeon,7,7.0,0.0,516
2020-12-04,Daejeon,21,21.0,0.0,537
2020-12-05,Daejeon,10,10.0,0.0,547
2020-12-06,Daejeon,3,3.0,0.0,550
2020-12-07,Daejeon,2,2.0,0.0,552
2020-12-08,Daejeon,11,10.0,1.0,563
2020-12-09,Daejeon,10,10.0,0.0,573
2020-12-10,Daejeon,9,9.0,0.0,582
2020-12-11,Daejeon,10,8.0,2.0,592
2020-12-12,Daejeon,18,18.0,0.0,610
2020-12-13,Daejeon,13,12.0,1.0,623
2020-12-14,Daejeon,2,1.0,1.0,625
2020-12-15,Daejeon,32,32.0,0.0,657
2020-12-16,Daejeon,15,15.0,0.0,672
2020-12-17,Daejeon,11,11.0,0.0,683
2020-12-18,Daejeon,5,5.0,0.0,688
2020-12-19,Daejeon,5,5.0,0.0,693
2020-12-20,Daejeon,3,3.0,0.0,696
2020-12-21,Daejeon,3,3.0,0.0,699
2020-12-22,Daejeon,9,9.0,0.0,708
2020-12-23,Daejeon,35,34.0,1.0,743
2020-12-24,Daejeon,11,11.0,0.0,754
2020-12-25,Daejeon,13,13.0,0.0,767
2020-12-26,Daejeon,11,11.0,0.0,778
2020-12-27,Daejeon,8,8.0,0.0,786
2020-12-28,Daejeon,3,3.0,0.0,789
2020-12-29,Daejeon,30,30.0,0.0,819
2020-12-30,Daejeon,19,19.0,0.0,838
2020-12-31,Daejeon,7,6.0,1.0,845
2021-01-01,Daejeon,11,11.0,0.0,856
2021-01-02,Daejeon,4,4.0,0.0,860
2021-01-03,Daejeon,8,8.0,0.0,868
2021-01-04,Daejeon,6,6.0,0.0,874
2021-01-05,Daejeon,8,7.0,1.0,882
2021-01-06,Daejeon,9,8.0,1.0,891
2021-01-07,Daejeon,9,9.0,0.0,900
2021-01-08,Daejeon,8,8.0,0.0,908
2021-01-09,Daejeon,5,5.0,0.0,913
2021-01-10,Daejeon,4,4.0,0.0,917
2021-01-11,Daejeon,1,1.0,0.0,918
2021-01-12,Daejeon,7,7.0,0.0,925
2021-01-13,Daejeon,9,9.0,0.0,934
2021-01-14,Daejeon,3,3.0,0.0,937
2021-01-15,Daejeon,3,3.0,0.0,940
2021-01-16,Daejeon,5,5.0,0.0,945
2021-01-17,Daejeon,3,3.0,0.0,948
2021-01-18,Daejeon,2,2.0,0.0,950
2021-01-19,Daejeon,7,7.0,0.0,957
2021-01-20,Daejeon,1,1.0,0.0,958
2021-01-21,Daejeon,0,0.0,0.0,958
2021-01-22,Daejeon,1,1.0,0.0,959
2021-01-23,Daejeon,1,1.0,0.0,960
2021-01-24,Daejeon,0,0.0,0.0,960
2021-01-25,Daejeon,125,125.0,0.0,1085
2021-01-26,Daejeon,4,4.0,0.0,1089
2021-01-27,Daejeon,1,1.0,0.0,1090
2021-01-28,Daejeon,4,4.0,0.0,1094
2021-01-29,Daejeon,1,1.0,0.0,1095
2021-01-30,Daejeon,2,1.0,1.0,1097
2021-01-31,Daejeon,0,0.0,0.0,1097
2021-02-01,Daejeon,1,0.0,1.0,1098
2021-02-02,Daejeon,0,0.0,0.0,1098
2021-02-03,Daejeon,7,7.0,0.0,1105
2021-02-04,Daejeon,2,2.0,0.0,1107
2021-02-05,Daejeon,0,0.0,0.0,1107
2021-02-06,Daejeon,8,8.0,0.0,1115
2021-02-07,Daejeon,6,6.0,0.0,1121
2021-02-08,Daejeon,4,4.0,0.0,1125
2021-02-09,Daejeon,2,2.0,0.0,1127
2021-02-10,Daejeon,0,0.0,0.0,1127
2021-02-11,Daejeon,3,2.0,1.0,1130
2021-02-12,Daejeon,1,1.0,0.0,1131
2021-02-13,Daejeon,5,5.0,0.0,1136
2021-02-14,Daejeon,2,2.0,0.0,1138
2021-02-15,Daejeon,8,6.0,2.0,1146
2021-02-16,Daejeon,4,4.0,0.0,1150
2021-02-17,Daejeon,7,7.0,0.0,1157
2021-02-18,Daejeon,12,12.0,0.0,1169
2021-02-19,Daejeon,4,4.0,0.0,1173
2021-02-20,Daejeon,2,2.0,0.0,1175
2021-02-21,Daejeon,0,0.0,0.0,1175
2021-02-22,Daejeon,3,2.0,1.0,1178
2021-02-23,Daejeon,1,0.0,1.0,1179
2021-02-24,Daejeon,2,2.0,0.0,1181
2021-02-25,Daejeon,0,0.0,0.0,1181
2021-02-26,Daejeon,6,6.0,0.0,1187
2021-02-27,Daejeon,2,2.0,0.0,1189
2021-02-28,Daejeon,1,1.0,0.0,1190
2021-03-01,Daejeon,0,0.0,0.0,1190
2021-03-02,Daejeon,1,1.0,0.0,1191
2021-03-03,Daejeon,2,2.0,0.0,1193
2021-03-04,Daejeon,3,3.0,0.0,1196
2021-03-05,Daejeon,0,0.0,0.0,1196
2021-03-06,Daejeon,0,0.0,0.0,1196
2021-03-07,Daejeon,1,1.0,0.0,1197
2021-03-08,Daejeon,0,0.0,0.0,1197
2021-03-09,Daejeon,1,1.0,0.0,1198
2021-03-10,Daejeon,3,3.0,0.0,1201
2021-03-11,Daejeon,1,1.0,0.0,1202
2021-03-12,Daejeon,0,0.0,0.0,1202
2021-03-13,Daejeon,1,1.0,0.0,1203
2021-03-14,Daejeon,0,0.0,0.0,1203
2021-03-15,Daejeon,2,2.0,0.0,1205
2021-03-16,Daejeon,1,1.0,0.0,1206
2021-03-17,Daejeon,1,1.0,0.0,1207
2021-03-18,Daejeon,2,2.0,0.0,1209
2021-03-19,Daejeon,7,7.0,0.0,1216
2021-03-20,Daejeon,8,8.0,0.0,1224
2021-03-21,Daejeon,1,1.0,0.0,1225
2021-03-22,Daejeon,0,0.0,0.0,1225
2021-03-23,Daejeon,4,4.0,0.0,1229
2021-03-24,Daejeon,2,2.0,0.0,1231
2021-03-25,Daejeon,3,3.0,0.0,1234
2021-03-26,Daejeon,14,13.0,1.0,1248
2021-03-27,Daejeon,10,10.0,0.0,1258
2021-03-28,Daejeon,8,6.0,2.0,1266
2021-03-29,Daejeon,2,2.0,0.0,1268
2021-03-30,Daejeon,11,11.0,0.0,1279
2021-03-31,Daejeon,7,7.0,0.0,1286
2021-04-01,Daejeon,10,10.0,0.0,1296
2021-04-02,Daejeon,19,19.0,0.0,1315
2021-04-03,Daejeon,19,19.0,0.0,1334
2021-04-04,Daejeon,29,28.0,1.0,1363
2021-04-05,Daejeon,13,13.0,0.0,1376
2021-04-06,Daejeon,22,22.0,0.0,1398
2021-04-07,Daejeon,61,61.0,0.0,1459
2021-04-08,Daejeon,25,25.0,0.0,1484
2021-04-09,Daejeon,26,26.0,0.0,1510
2021-04-10,Daejeon,13,13.0,0.0,1523
2021-04-11,Daejeon,7,7.0,0.0,1530
2021-04-12,Daejeon,17,17.0,0.0,1547
2021-04-13,Daejeon,13,13.0,0.0,1560
2021-04-14,Daejeon,11,11.0,0.0,1571
2021-04-15,Daejeon,10,10.0,0.0,1581
2021-04-16,Daejeon,6,6.0,0.0,1587
2021-04-17,Daejeon,4,4.0,0.0,1591
2021-04-18,Daejeon,5,5.0,0.0,1596
2021-04-19,Daejeon,21,21.0,0.0,1617
2021-04-20,Daejeon,8,8.0,0.0,1625
2021-04-21,Daejeon,17,17.0,0.0,1642
2021-04-22,Daejeon,13,13.0,0.0,1655
2021-04-23,Daejeon,2,2.0,0.0,1657
2021-04-24,Daejeon,10,10.0,0.0,1667
2021-04-25,Daejeon,6,6.0,0.0,1673
2020-04-01,Gangwon,2,,,38
2020-04-02,Gangwon,1,,,39
2020-04-03,Gangwon,2,,,41
2020-04-04,Gangwon,1,,,42
2020-04-05,Gangwon,3,,,45
2020-04-06,Gangwon,0,,,45
2020-04-07,Gangwon,2,,,47
2020-04-08,Gangwon,2,,,49
2020-04-09,Gangwon,0,0.0,0.0,49
2020-04-10,Gangwon,0,0.0,0.0,49
2020-04-11,Gangwon,0,0.0,0.0,49
2020-04-12,Gangwon,0,0.0,0.0,49
2020-04-13,Gangwon,0,0.0,0.0,49
2020-04-14,Gangwon,0,0.0,0.0,49
2020-04-15,Gangwon,2,1.0,1.0,51
2020-04-16,Gangwon,1,1.0,0.0,52
2020-04-17,Gangwon,0,0.0,0.0,52
2020-04-18,Gangwon,1,0.0,1.0,53
2020-04-19,Gangwon,0,0.0,0.0,53
2020-04-20,Gangwon,0,0.0,0.0,53
2020-04-21,Gangwon,0,0.0,0.0,53
2020-04-22,Gangwon,0,0.0,0.0,53
2020-04-23,Gangwon,0,0.0,0.0,53
2020-04-24,Gangwon,0,0.0,0.0,53
2020-04-25,Gangwon,0,0.0,0.0,53
2020-04-26,Gangwon,0,0.0,0.0,53
2020-04-27,Gangwon,0,0.0,0.0,53
2020-04-28,Gangwon,0,0.0,0.0,53
2020-04-29,Gangwon,0,0.0,0.0,53
2020-04-30,Gangwon,0,0.0,0.0,53
2020-05-01,Gangwon,0,0.0,0.0,53
2020-05-02,Gangwon,0,0.0,0.0,53
2020-05-03,Gangwon,0,0.0,0.0,53
2020-05-04,Gangwon,0,0.0,0.0,53
2020-05-05,Gangwon,0,0.0,0.0,53
2020-05-06,Gangwon,0,0.0,0.0,53
2020-05-07,Gangwon,0,0.0,0.0,53
2020-05-08,Gangwon,0,0.0,0.0,53
2020-05-09,Gangwon,0,0.0,0.0,53
2020-05-10,Gangwon,0,0.0,0.0,53
2020-05-11,Gangwon,1,0.0,1.0,54
2020-05-12,Gangwon,0,0.0,0.0,54
2020-05-13,Gangwon,0,0.0,0.0,54
2020-05-14,Gangwon,1,1.0,0.0,55
2020-05-15,Gangwon,0,0.0,0.0,55
2020-05-16,Gangwon,0,0.0,0.0,55
2020-05-17,Gangwon,0,0.0,0.0,55
2020-05-18,Gangwon,0,0.0,0.0,55
2020-05-19,Gangwon,0,0.0,0.0,55
2020-05-20,Gangwon,0,0.0,0.0,55
2020-05-21,Gangwon,0,0.0,0.0,55
2020-05-22,Gangwon,0,0.0,0.0,55
2020-05-23,Gangwon,0,0.0,0.0,55
2020-05-24,Gangwon,1,0.0,1.0,56
2020-05-25,Gangwon,0,0.0,0.0,56
2020-05-26,Gangwon,0,0.0,0.0,56
2020-05-27,Gangwon,0,0.0,0.0,56
2020-05-28,Gangwon,0,0.0,0.0,56
2020-05-29,Gangwon,0,0.0,0.0,56
2020-05-30,Gangwon,1,1.0,0.0,57
2020-05-31,Gangwon,0,0.0,0.0,57
2020-06-01,Gangwon,0,0.0,0.0,57
2020-06-02,Gangwon,0,0.0,0.0,57
2020-06-03,Gangwon,0,0.0,0.0,57
2020-06-04,Gangwon,0,0.0,0.0,57
2020-06-05,Gangwon,0,0.0,0.0,57
2020-06-06,Gangwon,1,1.0,0.0,58
2020-06-07,Gangwon,0,0.0,0.0,58
2020-06-08,Gangwon,0,0.0,0.0,58
2020-06-09,Gangwon,0,0.0,0.0,58
2020-06-10,Gangwon,1,1.0,0.0,59
2020-06-11,Gangwon,0,0.0,0.0,59
2020-06-12,Gangwon,0,0.0,0.0,59
2020-06-13,Gangwon,0,0.0,0.0,59
2020-06-14,Gangwon,1,1.0,0.0,60
2020-06-15,Gangwon,0,0.0,0.0,60
2020-06-16,Gangwon,0,0.0,0.0,60
2020-06-17,Gangwon,0,0.0,0.0,60
2020-06-18,Gangwon,0,0.0,0.0,60
2020-06-19,Gangwon,0,0.0,0.0,60
2020-06-20,Gangwon,0,0.0,0.0,60
2020-06-21,Gangwon,2,2.0,0.0,62
2020-06-22,Gangwon,0,0.0,0.0,62
2020-06-23,Gangwon,0,0.0,0.0,62
2020-06-24,Gangwon,1,1.0,0.0,63
2020-06-25,Gangwon,0,0.0,0.0,63
2020-06-26,Gangwon,1,1.0,0.0,64
2020-06-27,Gangwon,0,0.0,0.0,64
2020-06-28,Gangwon,0,0.0,0.0,64
2020-06-29,Gangwon,0,0.0,0.0,64
2020-06-30,Gangwon,1,1.0,0.0,65
2020-07-01,Gangwon,0,0.0,0.0,65
2020-07-02,Gangwon,0,0.0,0.0,65
2020-07-03,Gangwon,0,0.0,0.0,65
2020-07-04,Gangwon,0,0.0,0.0,65
2020-07-05,Gangwon,1,1.0,0.0,66
2020-07-06,Gangwon,1,0.0,1.0,67
2020-07-07,Gangwon,0,0.0,0.0,67
2020-07-08,Gangwon,0,0.0,0.0,67
2020-07-09,Gangwon,0,0.0,0.0,67
2020-07-10,Gangwon,0,0.0,0.0,67
2020-07-11,Gangwon,0,0.0,0.0,67
2020-07-12,Gangwon,0,0.0,0.0,67
2020-07-13,Gangwon,2,0.0,2.0,69
2020-07-14,Gangwon,0,0.0,0.0,69
2020-07-15,Gangwon,0,0.0,0.0,69
2020-07-16,Gangwon,3,1.0,2.0,72
2020-07-17,Gangwon,0,0.0,0.0,72
2020-07-18,Gangwon,0,0.0,0.0,72
2020-07-19,Gangwon,0,0.0,0.0,72
2020-07-20,Gangwon,0,0.0,0.0,72
2020-07-21,Gangwon,0,0.0,0.0,72
2020-07-22,Gangwon,0,0.0,0.0,72
2020-07-23,Gangwon,0,0.0,0.0,72
2020-07-24,Gangwon,0,0.0,0.0,72
2020-07-25,Gangwon,0,0.0,0.0,72
2020-07-26,Gangwon,0,0.0,0.0,72
2020-07-27,Gangwon,0,0.0,0.0,72
2020-07-28,Gangwon,0,0.0,0.0,72
2020-07-29,Gangwon,0,0.0,0.0,72
2020-07-30,Gangwon,0,0.0,0.0,72
2020-07-31,Gangwon,2,2.0,0.0,74
2020-08-01,Gangwon,0,0.0,0.0,74
2020-08-02,Gangwon,0,0.0,0.0,74
2020-08-03,Gangwon,0,0.0,0.0,74
2020-08-04,Gangwon,0,0.0,0.0,74
2020-08-05,Gangwon,1,0.0,1.0,75
2020-08-06,Gangwon,2,0.0,2.0,77
2020-08-07,Gangwon,0,0.0,0.0,77
2020-08-08,Gangwon,0,0.0,0.0,77
2020-08-09,Gangwon,0,0.0,0.0,77
2020-08-10,Gangwon,0,0.0,0.0,77
2020-08-11,Gangwon,0,0.0,0.0,77
2020-08-12,Gangwon,0,0.0,0.0,77
2020-08-13,Gangwon,0,0.0,0.0,77
2020-08-14,Gangwon,1,1.0,0.0,78
